0,0,0,0
0.1,0.0199383,0.00156918,0.0785398
0.2,0.0396921,0.00469787,0.15708
0.3,0.0591395,0.00936678,0.235619
0.4,0.0781606,0.0155471,0.314159
0.5,0.0966382,0.0232008,0.392699
0.6,0.114458,0.0322806,0.471239
0.7,0.131511,0.0427306,0.549779
0.8,0.147692,0.0544863,0.628319
0.9,0.1629,0.0674752,0.706858
1,0.177042,0.0816174,0.785398
1.1,0.190031,0.0968255,0.863938
1.2,0.201786,0.113006,0.942478
1.3,0.212236,0.130059,1.02102
1.4,0.221316,0.147879,1.09956
1.5,0.22897,0.166356,1.1781
1.6,0.23515,0.185377,1.25664
1.7,0.239819,0.204825,1.33518
1.8,0.242948,0.224579,1.41372
1.9,0.244517,0.244517,1.49226
2,0.244517,0.264517,1.5708
2.1,0.242948,0.284455,1.64934
2.2,0.239819,0.304209,1.72788
2.3,0.23515,0.323657,1.80642
2.4,0.22897,0.342678,1.88496
2.5,0.221316,0.361155,1.9635
2.6,0.212236,0.378975,2.04204
2.7,0.201786,0.396028,2.12058
2.8,0.190031,0.412209,2.19911
2.9,0.177042,0.427417,2.27765
3,0.1629,0.441559,2.35619
3.1,0.147692,0.454548,2.43473
3.2,0.131511,0.466303,2.51327
3.3,0.114458,0.476753,2.59181
3.4,0.0966382,0.485833,2.67035
3.5,0.0781606,0.493487,2.74889
3.6,0.0591395,0.499667,2.82743
3.7,0.0396921,0.504336,2.90597
3.8,0.0199383,0.507465,2.98451
3.9,0,0.509034,3.06305
4,-0.02,0.509034,3.14159
4.1,-0.0399383,0.507465,-3.06305
4.2,-0.0596921,0.504336,-2.98451
4.3,-0.0791395,0.499667,-2.90597
4.4,-0.0981606,0.493487,-2.82743
4.5,-0.116638,0.485833,-2.74889
4.6,-0.134458,0.476753,-2.67035
4.7,-0.151511,0.466303,-2.59181
4.8,-0.167692,0.454548,-2.51327
4.9,-0.1829,0.441559,-2.43473
5,-0.197042,0.427417,-2.35619
5.1,-0.210031,0.412209,-2.27765
5.2,-0.221786,0.396028,-2.19911
5.3,-0.232236,0.378975,-2.12058
5.4,-0.241316,0.361155,-2.04204
5.5,-0.24897,0.342678,-1.9635
5.6,-0.25515,0.323657,-1.88496
5.7,-0.259819,0.304209,-1.80642
5.8,-0.262948,0.284455,-1.72788
5.9,-0.264517,0.264517,-1.64934
6,-0.264517,0.244517,-1.5708
6.1,-0.262948,0.224579,-1.49226
6.2,-0.259819,0.204825,-1.41372
6.3,-0.25515,0.185377,-1.33518
6.4,-0.24897,0.166356,-1.25664
6.5,-0.241316,0.147879,-1.1781
6.6,-0.232236,0.130059,-1.09956
6.7,-0.221786,0.113006,-1.02102
6.8,-0.210031,0.0968255,-0.942478
6.9,-0.197042,0.0816174,-0.863938
7,-0.1829,0.0674752,-0.785398
7.1,-0.167692,0.0544863,-0.706858
7.2,-0.151511,0.0427306,-0.628319
7.3,-0.134458,0.0322806,-0.549779
7.4,-0.116638,0.0232008,-0.471239
7.5,-0.0981606,0.0155471,-0.392699
7.6,-0.0791395,0.00936678,-0.314159
7.7,-0.0596921,0.00469787,-0.235619
7.8,-0.0399383,0.00156918,-0.15708
7.9,-0.02,-2.77556e-17,-0.0785398
8,-1.04083e-17,-2.77556e-17,0
8.1,0.0199383,0.00156918,0.0785398
8.2,0.0396921,0.00469787,0.15708
8.3,0.0591395,0.00936678,0.235619
8.4,0.0781606,0.0155471,0.314159
8.5,0.0966382,0.0232008,0.392699
8.6,0.114458,0.0322806,0.471239
8.7,0.131511,0.0427306,0.549779
8.8,0.147692,0.0544863,0.628319
8.9,0.1629,0.0674752,0.706858
9,0.177042,0.0816174,0.785398
9.1,0.190031,0.0968255,0.863938
9.2,0.201786,0.113006,0.942478
9.3,0.212236,0.130059,1.02102
9.4,0.221316,0.147879,1.09956
9.5,0.22897,0.166356,1.1781
9.6,0.23515,0.185377,1.25664
9.7,0.239819,0.204825,1.33518
9.8,0.242948,0.224579,1.41372
9.9,0.244517,0.244517,1.49226
10,0.244517,0.264517,1.5708
